file,type,pdbid,ff,md_or_mini,solvation,free_energy,interior_dielectric,pKa,score_avg,score_std,num_frame,comment
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/md/implicit7/gbsa2_16/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,md,implicit7,gbsa2,16,4.0,-27.907,4.7184,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/md/implicit7/gbsa2_20/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,md,implicit7,gbsa2,20,4.0,-27.5428,4.7656,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/md/implicit7/gbsa5_1/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,md,implicit7,gbsa5,1,4.0,-69.3922,6.5651,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/md/implicit7/gbsa5_2/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,md,implicit7,gbsa5,2,4.0,-47.6494,4.2452,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/md/implicit7/gbsa5_4/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,md,implicit7,gbsa5,4,4.0,-36.7781,4.1697,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/md/implicit7/gbsa5_8/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,md,implicit7,gbsa5,8,4.0,-31.3424,4.4771,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/md/implicit7/gbsa5_12/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,md,implicit7,gbsa5,12,4.0,-29.5305,4.6229,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/md/implicit7/gbsa5_16/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,md,implicit7,gbsa5,16,4.0,-28.6246,4.7029,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/md/implicit7/gbsa5_20/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,md,implicit7,gbsa5,20,4.0,-28.081,4.753,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/md/implicit7/gbsa7_1/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,md,implicit7,gbsa7,1,4.0,-74.1234,6.5662,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/md/implicit7/gbsa7_2/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,md,implicit7,gbsa7,2,4.0,-49.9851,4.0321,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/md/implicit7/gbsa7_4/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,md,implicit7,gbsa7,4,4.0,-37.916,4.0119,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/md/implicit7/gbsa7_8/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,md,implicit7,gbsa7,8,4.0,-31.8814,4.3966,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/md/implicit7/gbsa7_12/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,md,implicit7,gbsa7,12,4.0,-29.8699,4.5717,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/md/implicit7/gbsa7_16/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,md,implicit7,gbsa7,16,4.0,-28.8641,4.6666,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/md/implicit7/gbsa7_20/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,md,implicit7,gbsa7,20,4.0,-28.2607,4.7258,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/md/implicit7/gbsa8_1/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,md,implicit7,gbsa8,1,4.0,-65.2277,5.6208,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/md/implicit7/gbsa8_2/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,md,implicit7,gbsa8,2,4.0,-45.5936,3.8202,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/md/implicit7/gbsa8_4/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,md,implicit7,gbsa8,4,4.0,-35.7765,4.033,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/md/implicit7/gbsa8_8/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,md,implicit7,gbsa8,8,4.0,-30.868,4.4321,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/md/implicit7/gbsa8_12/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,md,implicit7,gbsa8,12,4.0,-29.2318,4.5985,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/md/implicit7/gbsa8_16/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,md,implicit7,gbsa8,16,4.0,-28.4137,4.687,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/md/implicit7/gbsa8_20/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,md,implicit7,gbsa8,20,4.0,-27.9229,4.7417,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/md/implicit7/pbsa_1/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,md,implicit7,pbsa,1,4.0,-38.4617,5.4695,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/md/implicit7/pbsa_2/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,md,implicit7,pbsa,2,4.0,-28.3389,3.68,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/md/implicit7/pbsa_4/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,md,implicit7,pbsa,4,4.0,-22.9997,3.8446,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/md/implicit7/pbsa_8/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,md,implicit7,pbsa,8,4.0,-19.9705,4.183,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/md/implicit7/pbsa_12/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,md,implicit7,pbsa,12,4.0,-18.7348,4.3247,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/md/implicit7/pbsa_16/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,md,implicit7,pbsa,16,4.0,-18.0029,4.3994,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/md/implicit7/pbsa_20/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,md,implicit7,pbsa,20,4.0,-17.4898,4.4472,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/no/implicit7/gbsa1_1/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,no,implicit7,gbsa1,1,4.0,-56.0448,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/no/implicit7/gbsa1_2/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,no,implicit7,gbsa1,2,4.0,-43.7894,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/no/implicit7/gbsa1_4/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,no,implicit7,gbsa1,4,4.0,-37.6616,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/no/implicit7/gbsa1_8/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,no,implicit7,gbsa1,8,4.0,-34.5977,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/no/implicit7/gbsa1_12/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,no,implicit7,gbsa1,12,4.0,-33.5765,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/no/implicit7/gbsa1_16/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,no,implicit7,gbsa1,16,4.0,-33.0657,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/no/implicit7/gbsa1_20/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,no,implicit7,gbsa1,20,4.0,-32.7594,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/no/implicit7/gbsa2_1/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,no,implicit7,gbsa2,1,4.0,-45.8415,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/no/implicit7/gbsa2_2/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,no,implicit7,gbsa2,2,4.0,-38.7523,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/no/implicit7/gbsa2_4/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,no,implicit7,gbsa2,4,4.0,-35.2075,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/no/implicit7/gbsa2_8/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,no,implicit7,gbsa2,8,4.0,-33.4353,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/no/implicit7/gbsa2_12/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,no,implicit7,gbsa2,12,4.0,-32.8446,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/no/implicit7/gbsa2_16/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,no,implicit7,gbsa2,16,4.0,-32.5491,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/no/implicit7/gbsa2_20/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,no,implicit7,gbsa2,20,4.0,-32.3719,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/no/implicit7/gbsa5_1/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,no,implicit7,gbsa5,1,4.0,-51.8527,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/no/implicit7/gbsa5_2/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,no,implicit7,gbsa5,2,4.0,-41.72,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/no/implicit7/gbsa5_4/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,no,implicit7,gbsa5,4,4.0,-36.6534,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/no/implicit7/gbsa5_8/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,no,implicit7,gbsa5,8,4.0,-34.1202,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/no/implicit7/gbsa5_12/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,no,implicit7,gbsa5,12,4.0,-33.2758,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/no/implicit7/gbsa5_16/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,no,implicit7,gbsa5,16,4.0,-32.8534,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/no/implicit7/gbsa5_20/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,no,implicit7,gbsa5,20,4.0,-32.6002,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/no/implicit7/gbsa7_1/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,no,implicit7,gbsa7,1,4.0,-52.3471,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/no/implicit7/gbsa7_2/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,no,implicit7,gbsa7,2,4.0,-41.964,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/no/implicit7/gbsa7_4/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,no,implicit7,gbsa7,4,4.0,-36.7721,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/no/implicit7/gbsa7_8/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,no,implicit7,gbsa7,8,4.0,-34.1765,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/no/implicit7/gbsa7_12/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,no,implicit7,gbsa7,12,4.0,-33.3114,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/no/implicit7/gbsa7_16/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,no,implicit7,gbsa7,16,4.0,-32.8785,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/no/implicit7/gbsa7_20/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,no,implicit7,gbsa7,20,4.0,-32.6189,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/no/implicit7/gbsa8_1/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,no,implicit7,gbsa8,1,4.0,-56.5336,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/no/implicit7/gbsa8_2/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,no,implicit7,gbsa8,2,4.0,-44.0307,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/no/implicit7/gbsa8_4/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,no,implicit7,gbsa8,4,4.0,-37.7791,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/no/implicit7/gbsa8_8/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,no,implicit7,gbsa8,8,4.0,-34.6534,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/no/implicit7/gbsa8_12/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,no,implicit7,gbsa8,12,4.0,-33.6116,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/no/implicit7/gbsa8_16/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,no,implicit7,gbsa8,16,4.0,-33.0905,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/no/implicit7/gbsa8_20/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,no,implicit7,gbsa8,20,4.0,-32.7779,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/no/implicit7/pbsa_1/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,no,implicit7,pbsa,1,4.0,-26.1312,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/no/implicit7/pbsa_2/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,no,implicit7,pbsa,2,4.0,-23.5329,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/no/implicit7/pbsa_4/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,no,implicit7,pbsa,4,4.0,-21.9076,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/no/implicit7/pbsa_8/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,no,implicit7,pbsa,8,4.0,-20.4273,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/no/implicit7/pbsa_12/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,no,implicit7,pbsa,12,4.0,-19.6874,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/no/implicit7/pbsa_16/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,no,implicit7,pbsa,16,4.0,-19.1948,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/no/implicit7/pbsa_20/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,no,implicit7,pbsa,20,4.0,-18.8474,0.0,1.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/md/explicit/gbsa1_1/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,md,explicit,gbsa1,1,4.0,-49.6138,6.1992,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/md/explicit/gbsa1_2/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,md,explicit,gbsa1,2,4.0,-41.1558,3.9774,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/md/explicit/gbsa1_4/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,md,explicit,gbsa1,4,4.0,-36.9268,3.234,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/md/explicit/gbsa1_8/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,md,explicit,gbsa1,8,4.0,-34.8123,3.0437,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/md/explicit/gbsa1_12/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,md,explicit,gbsa1,12,4.0,-34.1075,3.0143,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/md/explicit/gbsa1_16/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,md,explicit,gbsa1,16,4.0,-33.7551,3.0063,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/md/explicit/gbsa1_20/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,md,explicit,gbsa1,20,4.0,-33.5436,3.0038,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/md/explicit/gbsa2_1/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,md,explicit,gbsa2,1,4.0,-40.4886,5.8606,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/md/explicit/gbsa2_2/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,md,explicit,gbsa2,2,4.0,-36.651,3.8048,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/md/explicit/gbsa2_4/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,md,explicit,gbsa2,4,4.0,-34.7322,3.1572,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/md/explicit/gbsa2_8/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,md,explicit,gbsa2,8,4.0,-33.7728,3.0117,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/md/explicit/gbsa2_12/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,md,explicit,gbsa2,12,4.0,-33.453,2.9954,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/md/explicit/gbsa2_16/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,md,explicit,gbsa2,16,4.0,-33.2931,2.9934,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/md/explicit/gbsa2_20/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,md,explicit,gbsa2,20,4.0,-33.1971,2.9943,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/md/explicit/gbsa5_1/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,md,explicit,gbsa5,1,4.0,-43.5977,6.7818,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/md/explicit/gbsa5_2/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,md,explicit,gbsa5,2,4.0,-38.1858,4.2139,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/md/explicit/gbsa5_4/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,md,explicit,gbsa5,4,4.0,-35.4799,3.3113,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/md/explicit/gbsa5_8/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,md,explicit,gbsa5,8,4.0,-34.1269,3.0659,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/md/explicit/gbsa5_12/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,md,explicit,gbsa5,12,4.0,-33.676,3.0249,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/md/explicit/gbsa5_16/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,md,explicit,gbsa5,16,4.0,-33.4505,3.0126,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/md/explicit/gbsa5_20/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,md,explicit,gbsa5,20,4.0,-33.3152,3.0079,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/md/explicit/gbsa7_1/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,md,explicit,gbsa7,1,4.0,-36.975,5.9721,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/md/explicit/gbsa7_2/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,md,explicit,gbsa7,2,4.0,-34.9164,3.6678,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/md/explicit/gbsa7_4/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,md,explicit,gbsa7,4,4.0,-33.8871,3.0102,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/md/explicit/gbsa7_8/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,md,explicit,gbsa7,8,4.0,-33.3725,2.923,250.0,sl
/home/dejun/workspace/NLmmgbsa/results/dna/1DB6/ff99bsc0/md/explicit/gbsa7_12/FINAL_RESULTS_MMPBSA.dat,dna,1DB6,ff99bsc0,md,explicit,gbsa7,12,4.0,-33.2009,2.9361,250.0,sl
